month_year,match_status,category,count
2022-09,Match,theft from auto,250
2022-09,Match,theft from person,22
2022-09,Match,theft from property,464
2022-09,Match,theft of auto,105
2022-09,Match,theft of parts,156
2022-09,Match,traffic or accident,12
2022-09,Match,violent crime,106
2022-10,Crime,drug related,27
2022-10,Crime,fraud,19
2022-10,Crime,human trafficking,1
2022-10,Crime,other,77
2022-10,Crime,runaway,1
2022-10,Crime,sex crime,2
2022-10,Crime,sex materials,2
2022-10,Crime,sexual assault,6
2022-10,Crime,theft from auto,17
2022-10,Crime,theft from person,2
2022-10,Crime,theft from property,57
2022-10,Crime,theft of auto,4
2022-10,Crime,theft of parts,4
2022-10,Crime,traffic or accident,17
2022-10,Crime,violent crime,11
2022-10,Dispatch,no crime report,15201
2022-10,Match,domestic incident,1
2022-10,Match,drug related,15
2022-10,Match,fraud,174
2022-10,Match,other,325
2022-10,Match,runaway,6
2022-10,Match,sex materials,2
2022-10,Match,sexual assault,20
2022-10,Match,theft from auto,262
2022-10,Match,theft from person,22
2022-10,Match,theft from property,500
2022-10,Match,theft of auto,79
2022-10,Match,theft of parts,148
2022-10,Match,traffic or accident,7
2022-10,Match,violent crime,88
2022-11,Crime,drug related,32
2022-11,Crime,fraud,11
2022-11,Crime,human trafficking,1
2022-11,Crime,other,92
2022-11,Crime,runaway,2
2022-11,Crime,sex crime,2
2022-11,Crime,sexual assault,6
2022-11,Crime,theft from auto,17
2022-11,Crime,theft from person,2
2022-11,Crime,theft from property,60
2022-11,Crime,theft of auto,6
2022-11,Crime,theft of parts,2
2022-11,Crime,traffic or accident,16
2022-11,Crime,violent crime,20
2022-11,Dispatch,no crime report,14562
2022-11,Match,domestic incident,2
2022-11,Match,drug related,11
2022-11,Match,fraud,160
2022-11,Match,human trafficking,1
2022-11,Match,other,324
2022-11,Match,runaway,14
2022-11,Match,sex crime,2
2022-11,Match,sexual assault,23
2022-11,Match,theft from auto,206
2022-11,Match,theft from person,12
2022-11,Match,theft from property,423
2022-11,Match,theft of auto,120
2022-11,Match,theft of parts,160
2022-11,Match,traffic or accident,6
2022-11,Match,violent crime,90
2022-12,Crime,domestic incident,1
2022-12,Crime,drug related,33
2022-12,Crime,fraud,16
2022-12,Crime,other,79
2022-12,Crime,runaway,2
2022-12,Crime,sexual assault,4
2022-12,Crime,theft from auto,9
2022-12,Crime,theft from person,2
2022-12,Crime,theft from property,82
2022-12,Crime,theft of auto,5
2022-12,Crime,theft of parts,6
2022-12,Crime,traffic or accident,12
2022-12,Crime,violent crime,15
2022-12,Dispatch,no crime report,14588
2022-12,Match,domestic incident,1
2022-12,Match,drug related,19
2022-12,Match,fraud,144
2022-12,Match,human trafficking,1
2022-12,Match,other,320
2022-12,Match,runaway,12
2022-12,Match,sex crime,2
2022-12,Match,sex materials,1
2022-12,Match,sexual assault,12
2022-12,Match,theft from auto,242
2022-12,Match,theft from person,19
2022-12,Match,theft from property,447
2022-12,Match,theft of auto,158
2022-12,Match,theft of parts,170
2022-12,Match,traffic or accident,7
2022-12,Match,violent crime,81
2023-01,Crime,abduction,1
2023-01,Crime,domestic incident,1
2023-01,Crime,drug related,35
2023-01,Crime,fraud,14
2023-01,Crime,human trafficking,1
2023-01,Crime,other,97
2023-01,Crime,runaway,3
2023-01,Crime,sex crime,2
2023-01,Crime,sex materials,1
2023-01,Crime,sexual assault,8
2023-01,Crime,theft from auto,12
2023-01,Crime,theft from person,7
2023-01,Crime,theft from property,68
2023-01,Crime,theft of auto,11
2023-01,Crime,theft of parts,3
2023-01,Crime,traffic or accident,15
2023-01,Crime,violent crime,9
2023-01,Dispatch,no crime report,14149
2023-01,Match,domestic incident,6
2023-01,Match,drug related,11
2023-01,Match,fraud,132
2023-01,Match,human trafficking,1
2023-01,Match,other,334
2023-01,Match,runaway,8
2023-01,Match,sex crime,2
2023-01,Match,sex materials,1
2023-01,Match,sexual assault,20
2023-01,Match,theft from auto,234
2023-01,Match,theft from person,28
2023-01,Match,theft from property,410
2023-01,Match,theft of auto,151
2023-01,Match,theft of parts,116
2023-01,Match,traffic or accident,13
2023-01,Match,violent crime,111
2023-02,Crime,drug related,39
2023-02,Crime,fraud,14
2023-02,Crime,human trafficking,1
2023-02,Crime,other,99
2023-02,Crime,sex crime,2
2023-02,Crime,sexual assault,5
2023-02,Crime,theft from auto,13
2023-02,Crime,theft from person,4
2023-02,Crime,theft from property,74
2023-02,Crime,theft of auto,10
2023-02,Crime,theft of parts,5
2023-02,Crime,traffic or accident,10
2023-02,Crime,violent crime,15
2023-02,Dispatch,no crime report,13511
2023-02,Match,abduction,1
2023-02,Match,domestic incident,1
2023-02,Match,drug related,15
2023-02,Match,fraud,103
2023-02,Match,human trafficking,1
2023-02,Match,other,296
2023-02,Match,runaway,20
2023-02,Match,sexual assault,14
2023-02,Match,theft from auto,211
2023-02,Match,theft from person,12
2023-02,Match,theft from property,408
2023-02,Match,theft of auto,154
2023-02,Match,theft of parts,126
2023-02,Match,traffic or accident,4
2023-02,Match,violent crime,89
2023-03,Crime,drug related,36
2023-03,Crime,fraud,19
2023-03,Crime,human trafficking,1
2023-03,Crime,other,103
2023-03,Crime,runaway,2
2023-03,Crime,sex crime,2
2023-03,Crime,sexual assault,10
2023-03,Crime,theft from auto,22
2023-03,Crime,theft from person,7
2023-03,Crime,theft from property,80
2023-03,Crime,theft of auto,11
2023-03,Crime,theft of parts,5
2023-03,Crime,traffic or accident,14
2023-03,Crime,violent crime,17
2023-03,Dispatch,no crime report,15432
2023-03,Match,abduction,1
2023-03,Match,domestic incident,1
2023-03,Match,drug related,17
2023-03,Match,fraud,126
2023-03,Match,other,321
2023-03,Match,runaway,14
2023-03,Match,sexual assault,17
2023-03,Match,theft from auto,191
2023-03,Match,theft from person,28
2023-03,Match,theft from property,426
2023-03,Match,theft of auto,145
2023-03,Match,theft of parts,170
2023-03,Match,traffic or accident,7
2023-03,Match,violent crime,96
2023-04,Crime,drug related,44
2023-04,Crime,fraud,8
2023-04,Crime,other,83
2023-04,Crime,runaway,3
2023-04,Crime,sex crime,1
2023-04,Crime,sex materials,2
2023-04,Crime,sexual assault,5
2023-04,Crime,theft from auto,14
2023-04,Crime,theft from person,5
2023-04,Crime,theft from property,90
2023-04,Crime,theft of auto,10
2023-04,Crime,theft of parts,15
2023-04,Crime,traffic or accident,7
2023-04,Crime,violent crime,14
2023-04,Dispatch,no crime report,15162
2023-04,Match,domestic incident,1
2023-04,Match,drug related,6
2023-04,Match,fraud,121
2023-04,Match,other,320
2023-04,Match,runaway,11
2023-04,Match,sexual assault,22
2023-04,Match,theft from auto,189
2023-04,Match,theft from person,18
2023-04,Match,theft from property,441
2023-04,Match,theft of auto,131
2023-04,Match,theft of parts,192
2023-04,Match,traffic or accident,8
2023-04,Match,violent crime,78
2023-05,Crime,drug related,14
2023-05,Crime,fraud,6
2023-05,Crime,human trafficking,3
2023-05,Crime,other,75
2023-05,Crime,runaway,1
2023-05,Crime,sex crime,6
2023-05,Crime,sex materials,1
2023-05,Crime,sexual assault,5
2023-05,Crime,theft from auto,13
2023-05,Crime,theft from person,3
2023-05,Crime,theft from property,62
2023-05,Crime,theft of auto,16
2023-05,Crime,theft of parts,12
2023-05,Crime,traffic or accident,12
2023-05,Crime,violent crime,13
2023-05,Dispatch,no crime report,16032
2023-05,Match,domestic incident,3
2023-05,Match,drug related,19
2023-05,Match,fraud,116
2023-05,Match,human trafficking,1
2023-05,Match,other,356
2023-05,Match,runaway,26
2023-05,Match,sex crime,2
2023-05,Match,sexual assault,16
2023-05,Match,theft from auto,198
2023-05,Match,theft from person,18
2023-05,Match,theft from property,491
2023-05,Match,theft of auto,174
2023-05,Match,theft of parts,144
2023-05,Match,traffic or accident,6
2023-05,Match,violent crime,117
2023-06,Crime,drug related,7
2023-06,Crime,fraud,11
2023-06,Crime,other,64
2023-06,Crime,runaway,1
2023-06,Crime,sexual assault,5
2023-06,Crime,theft from auto,19
2023-06,Crime,theft from property,78
2023-06,Crime,theft of auto,15
2023-06,Crime,theft of parts,10
2023-06,Crime,traffic or accident,3
2023-06,Crime,violent crime,5
2023-06,Dispatch,no crime report,16163
2023-06,Match,domestic incident,3
2023-06,Match,drug related,11
2023-06,Match,fraud,135
2023-06,Match,other,270
2023-06,Match,runaway,20
2023-06,Match,sexual assault,15
2023-06,Match,theft from auto,179
2023-06,Match,theft from person,21
2023-06,Match,theft from property,446
2023-06,Match,theft of auto,175
2023-06,Match,theft of parts,139
2023-06,Match,traffic or accident,12
2023-06,Match,violent crime,70
2023-07,Crime,drug related,7
2023-07,Crime,fraud,10
2023-07,Crime,human trafficking,1
2023-07,Crime,other,50
2023-07,Crime,runaway,1
2023-07,Crime,sex crime,1
2023-07,Crime,sexual assault,4
2023-07,Crime,theft from auto,22
2023-07,Crime,theft from person,3
2023-07,Crime,theft from property,80
2023-07,Crime,theft of auto,13
2023-07,Crime,theft of parts,2
2023-07,Crime,traffic or accident,17
2023-07,Crime,violent crime,9
2023-07,Dispatch,no crime report,16714
2023-07,Match,domestic incident,1
2023-07,Match,drug related,2
2023-07,Match,fraud,102
2023-07,Match,human trafficking,2
2023-07,Match,other,167
2023-07,Match,runaway,12
2023-07,Match,sex crime,1
2023-07,Match,sexual assault,14
2023-07,Match,theft from auto,222
2023-07,Match,theft from person,8
2023-07,Match,theft from property,498
2023-07,Match,theft of auto,208
2023-07,Match,theft of parts,107
2023-07,Match,traffic or accident,8
2023-07,Match,violent crime,88
2023-08,Crime,drug related,19
2023-08,Crime,fraud,13
2023-08,Crime,other,23
2023-08,Crime,sexual assault,4
2023-08,Crime,theft from auto,38
2023-08,Crime,theft from person,3
2023-08,Crime,theft from property,56
2023-08,Crime,theft of auto,27
2023-08,Crime,theft of parts,5
2023-08,Crime,traffic or accident,10
2023-08,Crime,violent crime,9
2023-08,Dispatch,no crime report,16437
2023-08,Match,domestic incident,1
2023-08,Match,drug related,4
2023-08,Match,fraud,120
2023-08,Match,human trafficking,1
2023-08,Match,other,48
2023-08,Match,sexual assault,25
2023-08,Match,theft from auto,236
2023-08,Match,theft from person,19
2023-08,Match,theft from property,541
2023-08,Match,theft of auto,298
2023-08,Match,theft of parts,83
2023-08,Match,traffic or accident,5
2023-08,Match,violent crime,78
2023-09,Crime,domestic incident,1
2023-09,Crime,drug related,16
2023-09,Crime,fraud,16
2023-09,Crime,human trafficking,1
2023-09,Crime,other,23
2023-09,Crime,sex crime,2
2023-09,Crime,sex materials,1
2023-09,Crime,sexual assault,5
2023-09,Crime,theft from auto,23
2023-09,Crime,theft from person,6
2023-09,Crime,theft from property,62
2023-09,Crime,theft of auto,17
2023-09,Crime,theft of parts,16
2023-09,Crime,traffic or accident,4
2023-09,Crime,violent crime,17
2023-09,Dispatch,no crime report,16420
2023-09,Match,abduction,1
2023-09,Match,domestic incident,4
2023-09,Match,drug related,8
2023-09,Match,fraud,110
2023-09,Match,other,58
2023-09,Match,sexual assault,23
2023-09,Match,theft from auto,250
2023-09,Match,theft from person,19
2023-09,Match,theft from property,514
2023-09,Match,theft of auto,235
2023-09,Match,theft of parts,93
2023-09,Match,traffic or accident,6
2023-09,Match,violent crime,82
2023-10,Crime,domestic incident,1
2023-10,Crime,drug related,27
2023-10,Crime,fraud,6
2023-10,Crime,human trafficking,1
2023-10,Crime,other,37
2023-10,Crime,sex crime,1
2023-10,Crime,sex materials,2
2023-10,Crime,sexual assault,4
2023-10,Crime,theft from auto,26
2023-10,Crime,theft from person,5
2023-10,Crime,theft from property,70
2023-10,Crime,theft of auto,16
2023-10,Crime,theft of parts,4
2023-10,Crime,traffic or accident,8
2023-10,Crime,violent crime,18
2023-10,Dispatch,no crime report,16972
2023-10,Match,abduction,1
2023-10,Match,domestic incident,1
2023-10,Match,drug related,9
2023-10,Match,fraud,127
2023-10,Match,human trafficking,1
2023-10,Match,other,51
2023-10,Match,sex crime,2
2023-10,Match,sexual assault,20
2023-10,Match,theft from auto,264
2023-10,Match,theft from person,11
2023-10,Match,theft from property,455
2023-10,Match,theft of auto,345
2023-10,Match,theft of parts,105
2023-10,Match,traffic or accident,8
2023-10,Match,violent crime,83
2023-11,Crime,drug related,20
2023-11,Crime,fraud,9
2023-11,Crime,human trafficking,2
2023-11,Crime,other,29
2023-11,Crime,sex crime,4
2023-11,Crime,sex materials,2
2023-11,Crime,sexual assault,6
2023-11,Crime,theft from auto,27
2023-11,Crime,theft from person,4
2023-11,Crime,theft from property,99
2023-11,Crime,theft of auto,21
2023-11,Crime,theft of parts,8
2023-11,Crime,traffic or accident,4
2023-11,Crime,violent crime,9
2023-11,Dispatch,no crime report,15693
2023-11,Match,domestic incident,3
2023-11,Match,drug related,7
2023-11,Match,fraud,122
2023-11,Match,other,71
2023-11,Match,runaway,1
2023-11,Match,sex materials,1
2023-11,Match,sexual assault,16
2023-11,Match,theft from auto,291
2023-11,Match,theft from person,20
2023-11,Match,theft from property,524
2023-11,Match,theft of auto,263
2023-11,Match,theft of parts,113
2023-11,Match,traffic or accident,5
2023-11,Match,violent crime,92
2023-12,Crime,drug related,15
2023-12,Crime,fraud,5
2023-12,Crime,human trafficking,1
2023-12,Crime,other,18
2023-12,Crime,sex crime,4
2023-12,Crime,sex materials,1
2023-12,Crime,sexual assault,7
2023-12,Crime,theft from auto,24
2023-12,Crime,theft from person,2
2023-12,Crime,theft from property,72
2023-12,Crime,theft of auto,9
2023-12,Crime,theft of parts,3
2023-12,Crime,traffic or accident,7
2023-12,Crime,violent crime,13
2023-12,Dispatch,no crime report,16054
2023-12,Match,domestic incident,3
2023-12,Match,drug related,2
2023-12,Match,fraud,132
2023-12,Match,other,50
2023-12,Match,runaway,2
2023-12,Match,sex materials,1
2023-12,Match,sexual assault,17
2023-12,Match,theft from auto,244
2023-12,Match,theft from person,25
2023-12,Match,theft from property,473
2023-12,Match,theft of auto,193
2023-12,Match,theft of parts,144
2023-12,Match,traffic or accident,8
2023-12,Match,violent crime,87
2024-01,Crime,drug related,14
2024-01,Crime,fraud,8
2024-01,Crime,other,34
2024-01,Crime,sex crime,3
2024-01,Crime,sex materials,1
2024-01,Crime,sexual assault,6
2024-01,Crime,theft from auto,33
2024-01,Crime,theft from person,4
2024-01,Crime,theft from property,69
2024-01,Crime,theft of auto,19
2024-01,Crime,theft of parts,5
2024-01,Crime,traffic or accident,5
2024-01,Crime,violent crime,18
2024-01,Dispatch,no crime report,15386
2024-01,Match,domestic incident,2
2024-01,Match,drug related,5
2024-01,Match,fraud,110
2024-01,Match,other,70
2024-01,Match,runaway,2
2024-01,Match,sex crime,1
2024-01,Match,sexual assault,11
2024-01,Match,theft from auto,242
2024-01,Match,theft from person,5
2024-01,Match,theft from property,415
2024-01,Match,theft of auto,237
2024-01,Match,theft of parts,117
2024-01,Match,traffic or accident,8
2024-01,Match,violent crime,60
2024-02,Crime,drug related,12
2024-02,Crime,fraud,7
2024-02,Crime,other,52
2024-02,Crime,sex materials,1
2024-02,Crime,sexual assault,6
2024-02,Crime,theft from auto,27
2024-02,Crime,theft from person,4
2024-02,Crime,theft from property,111
2024-02,Crime,theft of auto,12
2024-02,Crime,theft of parts,5
2024-02,Crime,traffic or accident,7
2024-02,Crime,violent crime,21
2024-02,Dispatch,no crime report,14529
2024-02,Match,domestic incident,2
2024-02,Match,drug related,11
2024-02,Match,fraud,123
2024-02,Match,other,128
2024-02,Match,runaway,10
2024-02,Match,sexual assault,18
2024-02,Match,theft from auto,180
2024-02,Match,theft from person,20
2024-02,Match,theft from property,377
2024-02,Match,theft of auto,199
2024-02,Match,theft of parts,104
2024-02,Match,traffic or accident,5
2024-02,Match,violent crime,87
2024-03,Crime,drug related,13
2024-03,Crime,fraud,14
2024-03,Crime,other,77
2024-03,Crime,sexual assault,4
2024-03,Crime,theft from auto,20
2024-03,Crime,theft from person,4
2024-03,Crime,theft from property,86
2024-03,Crime,theft of auto,15
2024-03,Crime,theft of parts,8
2024-03,Crime,traffic or accident,10
2024-03,Crime,violent crime,18
2024-03,Dispatch,no crime report,15664
2024-03,Match,drug related,8
2024-03,Match,fraud,102
2024-03,Match,human trafficking,1
2024-03,Match,other,247
2024-03,Match,runaway,12
2024-03,Match,sexual assault,9
2024-03,Match,theft from auto,187
2024-03,Match,theft from person,16
2024-03,Match,theft from property,411
2024-03,Match,theft of auto,176
2024-03,Match,theft of parts,98
2024-03,Match,traffic or accident,7
2024-03,Match,violent crime,85
2024-04,Crime,drug related,6
2024-04,Crime,fraud,7
2024-04,Crime,other,72
2024-04,Crime,runaway,1
2024-04,Crime,sex crime,1
2024-04,Crime,sexual assault,4
2024-04,Crime,theft from auto,12
2024-04,Crime,theft from property,69
2024-04,Crime,theft of auto,10
2024-04,Crime,theft of parts,4
2024-04,Crime,traffic or accident,5
2024-04,Crime,violent crime,10
2024-04,Dispatch,no crime report,15544
2024-04,Match,drug related,10
2024-04,Match,fraud,92
2024-04,Match,other,281
2024-04,Match,runaway,15
2024-04,Match,sexual assault,16
2024-04,Match,theft from auto,186
2024-04,Match,theft from person,13
2024-04,Match,theft from property,409
2024-04,Match,theft of auto,182
2024-04,Match,theft of parts,80
2024-04,Match,traffic or accident,3
2024-04,Match,violent crime,76
2024-05,Crime,domestic incident,1
2024-05,Crime,drug related,12
2024-05,Crime,fraud,9
2024-05,Crime,human trafficking,2
2024-05,Crime,other,53
2024-05,Crime,runaway,1
2024-05,Crime,sex crime,4
2024-05,Crime,sexual assault,5
2024-05,Crime,theft from auto,21
2024-05,Crime,theft from person,2
2024-05,Crime,theft from property,77
2024-05,Crime,theft of auto,11
2024-05,Crime,theft of parts,7
2024-05,Crime,traffic or accident,4
2024-05,Crime,violent crime,14
2024-05,Dispatch,no crime report,17233
2024-05,Match,abduction,1
2024-05,Match,drug related,11
2024-05,Match,fraud,93
2024-05,Match,human trafficking,1
2024-05,Match,other,242
2024-05,Match,runaway,15
2024-05,Match,sex crime,3
2024-05,Match,sexual assault,13
2024-05,Match,theft from auto,233
2024-05,Match,theft from person,16
2024-05,Match,theft from property,461
2024-05,Match,theft of auto,204
2024-05,Match,theft of parts,128
2024-05,Match,traffic or accident,9
2024-05,Match,violent crime,80
2024-06,Crime,drug related,4
2024-06,Crime,fraud,8
2024-06,Crime,other,68
2024-06,Crime,runaway,1
2024-06,Crime,sex crime,3
2024-06,Crime,sex materials,1
2024-06,Crime,sexual assault,4
2024-06,Crime,theft from auto,23
2024-06,Crime,theft from person,2
2024-06,Crime,theft from property,66
2024-06,Crime,theft of auto,7
2024-06,Crime,theft of parts,4
2024-06,Crime,traffic or accident,11
2024-06,Crime,violent crime,11
2024-06,Dispatch,no crime report,16400
2024-06,Match,abduction,1
2024-06,Match,domestic incident,3
2024-06,Match,drug related,7
2024-06,Match,fraud,101
2024-06,Match,other,254
2024-06,Match,runaway,7
2024-06,Match,sex crime,1
2024-06,Match,sexual assault,12
2024-06,Match,theft from auto,201
2024-06,Match,theft from person,14
2024-06,Match,theft from property,409
2024-06,Match,theft of auto,165
2024-06,Match,theft of parts,155
2024-06,Match,traffic or accident,6
2024-06,Match,violent crime,86
2024-07,Crime,drug related,7
2024-07,Crime,fraud,7
2024-07,Crime,other,55
2024-07,Crime,runaway,2
2024-07,Crime,sex crime,2
2024-07,Crime,sex materials,1
2024-07,Crime,sexual assault,2
2024-07,Crime,theft from auto,27
2024-07,Crime,theft from person,2
2024-07,Crime,theft from property,69
2024-07,Crime,theft of auto,10
2024-07,Crime,theft of parts,11
2024-07,Crime,traffic or accident,6
2024-07,Crime,violent crime,9
2024-07,Dispatch,no crime report,16166
2024-07,Match,domestic incident,3
2024-07,Match,drug related,7
2024-07,Match,fraud,103
2024-07,Match,human trafficking,1
2024-07,Match,other,267
2024-07,Match,runaway,8
2024-07,Match,sex crime,2
2024-07,Match,sexual assault,14
2024-07,Match,theft from auto,255
2024-07,Match,theft from person,15
2024-07,Match,theft from property,475
2024-07,Match,theft of auto,201
2024-07,Match,theft of parts,88
2024-07,Match,traffic or accident,6
2024-07,Match,violent crime,64
2024-08,Crime,abduction,1
2024-08,Crime,drug related,12
2024-08,Crime,fraud,13
2024-08,Crime,human trafficking,2
2024-08,Crime,other,66
2024-08,Crime,runaway,2
2024-08,Crime,sex crime,10
2024-08,Crime,sexual assault,5
2024-08,Crime,theft from auto,12
2024-08,Crime,theft from property,76
2024-08,Crime,theft of auto,11
2024-08,Crime,theft of parts,12
2024-08,Crime,traffic or accident,10
2024-08,Crime,violent crime,10
2024-08,Dispatch,no crime report,16176
2024-08,Match,domestic incident,6
2024-08,Match,drug related,7
2024-08,Match,fraud,91
2024-08,Match,human trafficking,1
2024-08,Match,other,236
2024-08,Match,runaway,7
2024-08,Match,sex crime,2
2024-08,Match,sexual assault,15
2024-08,Match,theft from auto,187
2024-08,Match,theft from person,17
2024-08,Match,theft from property,474
2024-08,Match,theft of auto,155
2024-08,Match,theft of parts,130
2024-08,Match,traffic or accident,2
2024-08,Match,violent crime,75
2024-09,Crime,drug related,13
2024-09,Crime,fraud,12
2024-09,Crime,other,73
2024-09,Crime,sex crime,4
2024-09,Crime,sexual assault,5
2024-09,Crime,theft from auto,29
2024-09,Crime,theft from person,5
2024-09,Crime,theft from property,81
2024-09,Crime,theft of auto,15
2024-09,Crime,theft of parts,5
2024-09,Crime,traffic or accident,8
2024-09,Crime,violent crime,7
2024-09,Dispatch,no crime report,16265
2024-09,Match,drug related,12
2024-09,Match,fraud,89
2024-09,Match,other,269
2024-09,Match,runaway,8
2024-09,Match,sexual assault,12
2024-09,Match,theft from auto,195
2024-09,Match,theft from person,15
2024-09,Match,theft from property,441
2024-09,Match,theft of auto,172
2024-09,Match,theft of parts,144
2024-09,Match,traffic or accident,11
2024-09,Match,violent crime,72
2024-10,Crime,drug related,11
2024-10,Crime,fraud,16
2024-10,Crime,other,98
2024-10,Crime,runaway,1
2024-10,Crime,sex crime,2
2024-10,Crime,sexual assault,13
2024-10,Crime,theft from auto,44
2024-10,Crime,theft from person,3
2024-10,Crime,theft from property,113
2024-10,Crime,theft of auto,26
2024-10,Crime,theft of parts,21
2024-10,Crime,traffic or accident,9
2024-10,Crime,violent crime,9
2024-10,Dispatch,no crime report,16867
2024-10,Match,abduction,1
2024-10,Match,domestic incident,2
2024-10,Match,drug related,6
2024-10,Match,fraud,59
2024-10,Match,other,235
2024-10,Match,runaway,12
2024-10,Match,sexual assault,12
2024-10,Match,theft from auto,235
2024-10,Match,theft from person,19
2024-10,Match,theft from property,459
2024-10,Match,theft of auto,193
2024-10,Match,theft of parts,171
2024-10,Match,traffic or accident,8
2024-10,Match,violent crime,68
2024-11,Crime,fraud,1
2024-11,Crime,theft from property,3
2024-11,Crime,theft of auto,1
2024-11,Crime,theft of parts,2
